年月,隧道和大桥类别,行驶方向,日期,星期,时段,时刻,私家车的士电单车,单层巴士小巴5.5公吨及以下货车,双层巴士及5.5公吨以上货车,车流量
202102,SMT,EB,2021/2/13,6,4 PM,16,1765,211,89,2065
202102,ABT,SB,2021/2/11,4,6 PM,18,2128,163,153,2444
202102,ABT,NB,2021/2/6,6,10 AM,10,1417,432,251,2100
202102,LRT,SB,2021/2/23,2,7 AM,07,2541,312,348,3201
202102,LRT,NB,2021/2/11,4,6 PM,18,2637,211,141,2989
202102,WHC,SB,2021/2/26,5,8 AM,08,3001,597,511,4109
202102,WHC,NB,2021/2/5,5,6 PM,18,3382,579,272,4233
202102,EHC,SB,2021/2/24,3,8 AM,08,2454,348,304,3106
202102,EHC,NB,2021/2/2,2,5 PM,17,2370,533,170,3073
202102,CHT,NB,2021/2/3,3,4 PM,16,1664,921,298,2883
202102,CHT,SB,2021/2/12,5,12 PM,12,2425,219,121,2765
202103,CHT,SB,2021/3/27,6,9 AM,09,1618,894,340,2852
202103,EHC,NB,2021/3/2,2,6 PM,18,2601,301,165,3067
202103,EHC,SB,2021/3/12,5,9 AM,09,2284,582,245,3111
202103,WHC,NB,2021/3/30,2,6 PM,18,3319,530,283,4132
202103,WHC,SB,2021/3/1,1,8 AM,08,3097,609,506,4212
202103,LRT,NB,2021/3/15,1,6 PM,18,2360,415,212,2987
202103,LRT,SB,2021/3/24,3,7 AM,07,2533,342,327,3202
202103,ABT,NB,2021/3/27,6,10 AM,10,1389,425,296,2110
202103,ABT,SB,2021/3/24,3,7 AM,07,1913,244,352,2509
202103,SMT,EB,2021/3/17,3,8 AM,08,1376,512,233,2121
202103,SMT,WB,2021/3/12,5,6 PM,18,1698,313,180,2191
202103,TKOT,EB,2021/3/2,2,6 PM,18,2913,414,150,3477
202103,TKOT,WB,2021/3/11,4,7 AM,07,2611,471,204,3286
202103,TCT,NB,2021/3/15,1,6 PM,18,2301,331,242,2874
202103,TCT,SB,2021/3/9,2,7 AM,07,2425,305,290,3020
202103,KTT,EB,2021/3/1,1,9 AM,09,,,,1809
202103,KTT,WB,2021/3/20,6,9 AM,09,,,,2465
202103,TLT,NB,2021/3/1,1,6 PM,18,1650,315,408,2373
202103,TLT,SB,2021/3/12,5,8 AM,08,2176,601,911,3688
202103,LTL,EB,2021/3/31,3,6 PM,18,,,,2762
202103,LTL,WB,2021/3/31,3,8 AM,08,,,,2297
202103,TSCA,NB,2021/3/31,3,6 PM,18,2965,415,296,3676
202103,TSCA,SB,2021/3/8,1,8 AM,08,3032,500,388,3920
202103,CHT,NB,2021/3/9,2,10 PM,22,2494,238,154,2886
202104,CHT,SB,2021/4/3,6,9 AM,09,1794,818,260,2872
202104,EHC,NB,2021/4/14,3,4 PM,16,2290,556,209,3055
202104,EHC,SB,2021/4/23,5,7 AM,07,2706,287,178,3171
202104,WHC,NB,2021/4/30,5,6 PM,18,3434,587,307,4328
202104,WHC,SB,2021/4/26,1,8 AM,08,3089,645,527,4261
202104,LRT,NB,2021/4/29,4,6 PM,18,2322,397,257,2976
202104,LRT,SB,2021/4/23,5,6 PM,18,2642,312,191,3145
202104,ABT,NB,2021/4/23,5,7 AM,07,1558,334,294,2186
202104,ABT,SB,2021/4/21,3,7 AM,07,1916,246,345,2507
202104,SMT,EB,2021/4/29,4,8 AM,08,1412,426,274,2112
202104,SMT,WB,2021/4/26,1,6 PM,18,1296,538,337,2171
202104,TKOT,EB,2021/4/21,3,6 PM,18,2907,377,173,3457
202104,TKOT,WB,2021/4/14,3,7 AM,07,2549,511,214,3274
202104,TCT,NB,2021/4/23,5,6 PM,18,2296,310,251,2857
202104,TCT,SB,2021/4/22,4,7 AM,07,2461,301,264,3026
202104,KTT,EB,2021/4/1,4,9 AM,09,,,,1832
202104,KTT,WB,2021/4/10,6,9 AM,09,,,,2378
202104,TLT,NB,2021/4/1,4,6 PM,18,1461,350,526,2337
202104,TLT,SB,2021/4/14,3,8 AM,08,2202,628,893,3723
202104,LTL,EB,2021/4/1,4,6 PM,18,,,,2835
202104,LTL,WB,2021/4/16,5,8 AM,08,,,,2271
202104,TSCA,NB,2021/4/19,1,6 PM,18,2951,408,270,3629
202104,TSCA,SB,2021/4/15,4,8 AM,08,3109,477,396,3982
202104,CHT,NB,2021/4/8,4,5 PM,17,1922,858,321,3101
202105,KTT,WB,2021/5/22,6,9 AM,09,,,,2411
202105,TLT,NB,2021/5/25,2,6 PM,18,1563,372,457,2392
202105,TLT,SB,2021/5/27,4,8 AM,08,2220,669,929,3818
202105,LTL,EB,2021/5/7,5,6 PM,18,,,,2713
202105,LTL,WB,2021/5/6,4,8 AM,08,,,,2254
202105,TSCA,NB,2021/5/12,3,6 PM,18,3157,447,277,3881
202105,TSCA,SB,2021/5/31,1,8 AM,08,3187,495,403,4085
202105,CHT,NB,2021/5/6,4,11 AM,11,1739,917,366,3022
202105,CHT,SB,2021/5/6,4,11 AM,11,1603,926,380,2909
202105,EHC,NB,2021/5/17,1,6 PM,18,2487,377,164,3028
202105,EHC,SB,2021/5/31,1,7 AM,07,2723,280,160,3163
202105,WHC,NB,2021/5/14,5,6 PM,18,3278,611,262,4151
202105,WHC,SB,2021/5/14,5,8 AM,08,3116,610,539,4265
202105,LRT,NB,2021/5/5,3,6 PM,18,2062,698,237,2997
202105,LRT,SB,2021/5/14,5,7 AM,07,2292,518,311,3121
202105,ABT,NB,2021/5/12,3,7 AM,07,1602,312,289,2203
202105,ABT,SB,2021/5/13,4,7 AM,07,1741,446,364,2551
202105,SMT,EB,2021/5/17,1,8 AM,08,1460,416,246,2122
202105,SMT,WB,2021/5/14,5,6 PM,18,1668,344,162,2174
202105,TKOT,EB,2021/5/4,2,6 PM,18,2894,380,175,3449
202105,TKOT,WB,2021/5/11,2,7 AM,07,2675,417,190,3282
202105,TCT,NB,2021/5/11,2,6 PM,18,2265,304,227,2796
202105,TCT,SB,2021/5/7,5,7 AM,07,2401,290,270,2961
202105,KTT,EB,2021/5/14,5,4 PM,16,,,,1809
202106,CHT,NB,2021/6/10,4,10 PM,22,2436,251,158,2845
202106,CHT,SB,2021/6/19,6,8 AM,08,1747,720,343,2810
202106,EHC,NB,2021/6/24,4,5 PM,17,2327,500,189,3016
202106,EHC,SB,2021/6/11,5,7 AM,07,2703,312,166,3181
202106,WHC,NB,2021/6/25,5,6 PM,18,3388,585,292,4265
202106,WHC,SB,2021/6/11,5,8 AM,08,3132,641,563,4336
202106,LRT,NB,2021/6/3,4,6 PM,18,2286,429,235,2950
202106,LRT,SB,2021/6/18,5,6 PM,18,2271,648,197,3116
202106,ABT,NB,2021/6/10,4,7 AM,07,1484,379,312,2175
202106,ABT,SB,2021/6/9,3,7 AM,07,1747,417,371,2535
202106,SMT,EB,2021/6/10,4,7 AM,07,1527,388,181,2096
202106,SMT,WB,2021/6/25,5,8 AM,08,1483,409,264,2156
202106,TKOT,EB,2021/6/21,1,6 PM,18,2739,489,171,3399
202106,TKOT,WB,2021/6/11,5,7 AM,07,2644,417,196,3257
202106,TCT,NB,2021/6/7,1,6 PM,18,2272,328,245,2845
202106,TCT,SB,2021/6/8,2,7 AM,07,2440,275,225,2940
202106,KTT,EB,2021/6/17,4,9 AM,09,,,,1784
202106,KTT,WB,2021/6/5,6,9 AM,09,,,,2457
202106,TLT,NB,2021/6/18,5,6 PM,18,1858,480,584,2922
202106,TLT,SB,2021/6/11,5,8 AM,08,2318,710,953,3981
202106,LTL,EB,2021/6/16,3,6 PM,18,,,,2990
202106,LTL,WB,2021/6/17,4,8 AM,08,,,,2275
202106,TSCA,NB,2021/6/21,1,6 PM,18,3135,445,312,3892
202106,TSCA,SB,2021/6/16,3,8 AM,08,3131,497,419,4047
202107,CHT,SB,2021/7/15,4,10 PM,22,2353,232,190,2775
202107,EHC,NB,2021/7/2,5,5 PM,17,2332,499,184,3015
202107,EHC,SB,2021/7/9,5,10 AM,10,2225,627,228,3080
202107,WHC,NB,2021/7/16,5,6 PM,18,3383,593,304,4280
202107,WHC,SB,2021/7/9,5,8 AM,08,3090,666,555,4311
202107,LRT,NB,2021/7/12,1,6 PM,18,2174,523,262,2959
202107,LRT,SB,2021/7/23,5,6 PM,18,2410,520,181,3111
202107,ABT,NB,2021/7/27,2,8 AM,08,1646,236,235,2117
202107,ABT,SB,2021/7/9,5,8 AM,08,1555,422,360,2337
202107,SMT,EB,2021/7/14,3,8 AM,08,1428,446,233,2107
202107,SMT,WB,2021/7/6,2,8 AM,08,1514,341,302,2157
202107,TKOT,EB,2021/7/13,2,6 PM,18,2772,386,167,3325
202107,TKOT,WB,2021/7/8,4,7 AM,07,2412,482,228,3122
202107,TCT,NB,2021/7/14,3,6 PM,18,2238,351,252,2841
202107,TCT,SB,2021/7/8,4,7 AM,07,2336,303,298,2937
202107,KTT,EB,2021/7/29,4,9 AM,09,,,,1818
202107,KTT,WB,2021/7/3,6,9 AM,09,,,,2464
202107,TLT,NB,2021/7/19,1,6 PM,18,1805,420,506,2731
202107,TLT,SB,2021/7/9,5,8 AM,08,2110,653,891,3654
202107,LTL,EB,2021/7/14,3,6 PM,18,,,,3054
202107,LTL,WB,2021/7/15,4,8 AM,08,,,,2298
202107,TSCA,NB,2021/7/19,1,6 PM,18,2966,404,287,3657
202107,TSCA,SB,2021/7/7,3,8 AM,08,2980,517,407,3904
202107,CHT,NB,2021/7/27,2,5 PM,17,1800,817,291,2908
202108,CHT,NB,2021/8/31,2,10 PM,22,2563,300,158,3021
202108,CHT,SB,2021/8/7,6,8 AM,08,1668,697,373,2738
202108,EHC,NB,2021/8/2,1,6 PM,18,2455,378,157,2990
202108,EHC,SB,2021/8/17,2,10 AM,10,2218,640,268,3126
202108,WHC,NB,2021/8/13,5,6 PM,18,3411,586,293,4290
202108,WHC,SB,2021/8/30,1,8 AM,08,3046,610,554,4210
202108,LRT,NB,2021/8/19,4,6 PM,18,2174,547,213,2934
202108,LRT,SB,2021/8/13,5,6 PM,18,2289,630,208,3127
202108,ABT,NB,2021/8/20,5,10 AM,10,1285,489,305,2079
202108,ABT,SB,2021/8/13,5,9 AM,09,1679,379,344,2402
202108,SMT,EB,2021/8/23,1,8 AM,08,1478,417,233,2128
202108,SMT,WB,2021/8/17,2,8 AM,08,1475,373,260,2108
202108,TKOT,EB,2021/8/16,1,6 PM,18,2776,422,155,3353
202108,TKOT,WB,2021/8/25,3,7 AM,07,2583,394,169,3146
202108,TCT,NB,2021/8/20,5,6 PM,18,2242,349,221,2812
202108,TCT,SB,2021/8/26,4,7 AM,07,2225,261,317,2803
202108,KTT,EB,2021/8/2,1,9 AM,09,,,,1825
202108,KTT,WB,2021/8/14,6,9 AM,09,,,,2423
202108,TLT,NB,2021/8/3,2,6 PM,18,1928,542,581,3051
202108,TLT,SB,2021/8/18,3,8 AM,08,2074,623,895,3592
202108,LTL,EB,2021/8/31,2,6 PM,18,,,,3107
202108,LTL,WB,2021/8/10,2,8 AM,08,,,,2208
202108,TSCA,NB,2021/8/2,1,6 PM,18,2986,442,316,3744
202108,TSCA,SB,2021/8/26,4,8 AM,08,2995,459,384,3838
